protein1,protein2,sim
A0A075B6J1,A0A075B6H9,1.0
P01700,A0A075B6H9,1.0
O75425,A0A075B6H9,0.125
P04629,A0A075B6H9,0.15789473684210525
O95944,A0A075B6H9,1.0
Q8IYS5,A0A075B6H9,0.8
Q12866,A0A075B6H9,0.2857142857142857
Q9P121,A0A075B6H9,0.5714285714285714
P01833,A0A075B6H9,1.0
P01718,A0A075B6H9,1.0
Q96JA1,A0A075B6H9,0.3333333333333333
Q8N149,A0A075B6H9,0.5
Q14896,A0A075B6H9,0.4
P04432,A0A075B6H9,1.0
Q9HCJ2,A0A075B6H9,0.38461538461538464
P43121,A0A075B6H9,0.625
Q9NQS3,A0A075B6H9,0.7142857142857143
O14511,A0A075B6H9,0.4
Q14952,A0A075B6H9,0.5
Q6UWL6,A0A075B6H9,0.5
A0A087WW87,A0A075B6H9,0.8
A6NI73,A0A075B6H9,0.6666666666666666
Q9UDY8,A0A075B6H9,0.3333333333333333
P25189,A0A075B6H9,0.5555555555555556
Q6IE36,A0A075B6H9,0.06666666666666667
Q8TDQ0,A0A075B6H9,1.0
A8MVW5,A0A075B6H9,0.6666666666666666
P30511,A0A075B6H9,0.2727272727272727
P10321,A0A075B6H9,0.2727272727272727
Q9NSI5,A0A075B6H9,0.5714285714285714
Q8IVU1,A0A075B6H9,0.4444444444444444
Q6UXL0,A0A075B6H9,0.125
P35475,A0A075B6H9,0.14285714285714285
P16144,A0A075B6H9,0.05
A0A075B6S6,A0A075B6H9,0.8
O75121,A0A075B6H9,0.5
Q14324,A0A075B6H9,0.4
Q96FE5,A0A075B6H9,0.3333333333333333
A2RUH7,A0A075B6H9,0.4444444444444444
Q6Q8B3,A0A075B6H9,0.42857142857142855
O15394,A0A075B6H9,0.5
O43157,A0A075B6H9,0.058823529411764705
Q6ISU1,A0A075B6H9,0.3333333333333333
Q92626,A0A075B6H9,0.23529411764705882
A0A0C4DH67,A0A075B6H9,0.8
P59901,A0A075B6H9,0.5
O75022,A0A075B6H9,0.6666666666666666
Q8NHK3,A0A075B6H9,0.5
A0A0A0MRZ8,A0A075B6H9,1.0
Q6ISS4,A0A075B6H9,0.8
A0A075B6I7,A0A075B6H9,0.8
Q50LG9,A0A075B6H9,0.36363636363636365
P48357,A0A075B6H9,0.16666666666666666
P01614,A0A075B6H9,0.8
P01714,A0A075B6H9,1.0
O15146,A0A075B6H9,0.26666666666666666
O00533,A0A075B6H9,0.3333333333333333
Q7Z3B1,A0A075B6H9,0.5714285714285714
Q13046,A0A075B6H9,0.8333333333333334
P01611,A0A075B6H9,1.0
P01699,A0A075B6H9,1.0
Q7Z6M3,A0A075B6H9,0.2857142857142857
P19838,A0A075B6H9,0.05
Q16288,A0A075B6H9,0.19047619047619047
Q16557,A0A075B6H9,0.8333333333333334
A0A075B6K0,A0A075B6H9,1.0
Q86X29,A0A075B6H9,0.5
Q8NHP6,A0A075B6H9,0.1
Q8TD46,A0A075B6H9,0.42857142857142855
Q9NR99,A0A075B6H9,0.3333333333333333
Q92561,A0A075B6H9,0.125
Q9UIW2,A0A075B6H9,0.05555555555555555
Q7Z4H8,A0A075B6H9,0.1111111111111111
P15151,A0A075B6H9,0.8333333333333334
P31785,A0A075B6H9,0.1111111111111111
P43630,A0A075B6H9,0.5
P10721,A0A075B6H9,0.26666666666666666
A0A0C4DH69,A0A075B6H9,1.0
Q2Q1W2,A0A075B6H9,0.06666666666666667
A0A075B6I1,A0A075B6H9,1.0
P01817,A0A075B6H9,0.8
P43631,A0A075B6H9,0.5
P01597,A0A075B6H9,1.0
Q99706,A0A075B6H9,0.5
Q9BTN0,A0A075B6H9,0.3076923076923077
P13591,A0A075B6H9,0.36363636363636365
Q13203,A0A075B6H9,0.4444444444444444
Q16620,A0A075B6H9,0.19047619047619047
Q5VTT5,A0A075B6H9,0.4
P01601,A0A075B6H9,1.0
A0A075B6K2,A0A075B6H9,1.0
P01706,A0A075B6H9,1.0
P01704,A0A075B6H9,1.0
P54296,A0A075B6H9,0.4444444444444444
O95644,A0A075B6H9,0.07692307692307693
Q9Y639,A0A075B6H9,0.5
Q6UWF7,A0A075B6H9,0.14285714285714285
Q14982,A0A075B6H9,0.5714285714285714
Q6UW63,A0A075B6H9,0.1111111111111111
Q86UW8,A0A075B6H9,0.5555555555555556
Q9GZV7,A0A075B6H9,0.625
P01859,A0A075B6H9,0.42857142857142855
A0M8Q6,A0A075B6H9,0.42857142857142855
P01834,A0A075B6H9,0.42857142857142855
Q5VWK5,A0A075B6H9,0.14285714285714285
P32927,A0A075B6H9,0.1
P06310,A0A075B6H9,0.8
A0A075B6S4,A0A075B6H9,1.0
A0A075B6I3,A0A075B6H9,1.0
Q96D42,A0A075B6H9,0.8333333333333334
A0A0C4DH31,A0A075B6H9,0.8
P29460,A0A075B6H9,0.2727272727272727
A1L1A6,A0A075B6H9,0.6
P15814,A0A075B6H9,0.42857142857142855
Q6UXM1,A0A075B6H9,0.36363636363636365
A0A075B6I4,A0A075B6H9,0.8
Q8N423,A0A075B6H9,0.6666666666666666
Q8N957,A0A075B6H9,0.09090909090909091
P01764,A0A075B6H9,0.8
A0A0B4J1V7,A0A075B6H9,0.8
P10915,A0A075B6H9,0.625
P0DOX6,A0A075B6H9,0.7142857142857143
P48551,A0A075B6H9,0.125
P0DOY3,A0A075B6H9,0.42857142857142855
Q9HB29,A0A075B6H9,0.36363636363636365
Q01113,A0A075B6H9,0.125
P0DP09,A0A075B6H9,1.0
A0A075B6S5,A0A075B6H9,1.0
A0A075B6K4,A0A075B6H9,1.0
P01701,A0A075B6H9,1.0
Q7Z553,A0A075B6H9,0.36363636363636365
O75900,A0A075B6H9,0.3333333333333333
A0A0B4J1U7,A0A075B6H9,0.8
P0DP08,A0A075B6H9,0.8
A8MVS5,A0A075B6H9,0.2857142857142857
A0A0C4DH41,A0A075B6H9,0.8
P01857,A0A075B6H9,0.42857142857142855
P15260,A0A075B6H9,0.1111111111111111
Q8IYV9,A0A075B6H9,0.25
Q6UXK5,A0A075B6H9,0.3076923076923077
A0A0C4DH30,A0A075B6H9,0.8
P01814,A0A075B6H9,0.8
A0A0C4DH32,A0A075B6H9,0.8
A0A0B4J1V1,A0A075B6H9,0.8
A0A0B4J1X8,A0A075B6H9,0.8
P24394,A0A075B6H9,0.1111111111111111
P01880,A0A075B6H9,0.375
P01624,A0A075B6H9,1.0
A0A075B6P5,A0A075B6H9,0.8
A2NJV5,A0A075B6H9,0.8
P19256,A0A075B6H9,0.3333333333333333
A0A0C4DH55,A0A075B6H9,1.0
O60487,A0A075B6H9,0.7142857142857143
O94916,A0A075B6H9,0.07692307692307693
Q14934,A0A075B6H9,0.08333333333333333
Q8N323,A0A075B6H9,0.14285714285714285
P12318,A0A075B6H9,0.6666666666666666
Q14956,A0A075B6H9,0.125
P0DP06,A0A075B6H9,0.8
A0A0C4DH39,A0A075B6H9,0.8
Q9NPH3,A0A075B6H9,0.4
Q96PE1,A0A075B6H9,0.2
Q15375,A0A075B6H9,0.043478260869565216
P02751,A0A075B6H9,0.09090909090909091
Q96LA5,A0A075B6H9,0.6666666666666666
O43155,A0A075B6H9,0.08333333333333333
Q8NAU1,A0A075B6H9,0.125
P24071,A0A075B6H9,0.6
Q6MZW2,A0A075B6H9,0.3333333333333333
A0A0C4DH35,A0A075B6H9,0.8
Q4G0P3,A0A075B6H9,0.125
Q71H61,A0A075B6H9,0.3333333333333333
P08069,A0A075B6H9,0.05
Q969J5,A0A075B6H9,0.125
Q8NHJ6,A0A075B6H9,0.5
P0DP07,A0A075B6H9,0.8
A0A0A0MS14,A0A075B6H9,0.8
A6NGN9,A0A075B6H9,0.5714285714285714
Q8IU57,A0A075B6H9,0.14285714285714285
P40189,A0A075B6H9,0.1
P32019,A0A075B6H9,0.08333333333333333
Q9UMF0,A0A075B6H9,0.4444444444444444
Q9H3W5,A0A075B6H9,0.2857142857142857
O75019,A0A075B6H9,0.5714285714285714
Q6PI73,A0A075B6H9,0.5
Q9ULH4,A0A075B6H9,0.3076923076923077
P17693,A0A075B6H9,0.2727272727272727
P43628,A0A075B6H9,0.5
P43629,A0A075B6H9,0.5
Q86VZ4,A0A075B6H9,0.07142857142857142
Q9HBW1,A0A075B6H9,0.3076923076923077
P01893,A0A075B6H9,0.25
Q96RW7,A0A075B6H9,0.2777777777777778
O75054,A0A075B6H9,0.8333333333333334
P26951,A0A075B6H9,0.1111111111111111
A0A0C4DH68,A0A075B6H9,0.8
A0A075B6I9,A0A075B6H9,1.0
Q8ND94,A0A075B6H9,0.14285714285714285
A0A0B4J1U3,A0A075B6H9,0.8
O95297,A0A075B6H9,0.7142857142857143
P01762,A0A075B6H9,0.8
Q8N6C5,A0A075B6H9,0.5714285714285714
P38484,A0A075B6H9,0.125
Q13651,A0A075B6H9,0.14285714285714285
Q3SXY7,A0A075B6H9,0.36363636363636365
P01721,A0A075B6H9,1.0
A0A0B4J1Z2,A0A075B6H9,1.0
O75147,A0A075B6H9,0.4444444444444444
A0A0B4J1V6,A0A075B6H9,0.8
A0A0C4DH62,A0A075B6H9,0.2
P17181,A0A075B6H9,0.1111111111111111
P0DOX5,A0A075B6H9,0.7142857142857143
P43626,A0A075B6H9,0.5
Q14954,A0A075B6H9,0.5
P20916,A0A075B6H9,0.5714285714285714
Q15116,A0A075B6H9,0.8333333333333334
Q9HBG7,A0A075B6H9,0.8
Q9P244,A0A075B6H9,0.3076923076923077
Q8WX93,A0A075B6H9,0.4444444444444444
Q9BQ51,A0A075B6H9,0.6666666666666666
Q96FC7,A0A075B6H9,0.125
P16471,A0A075B6H9,0.1
Q8N109,A0A075B6H9,0.5
P43627,A0A075B6H9,0.5
Q6GTX8,A0A075B6H9,0.8
P01709,A0A075B6H9,1.0
A0A0A0MRZ7,A0A075B6H9,0.8
P01717,A0A075B6H9,1.0
P08F94,A0A075B6H9,0.07142857142857142
A0A0C4DH33,A0A075B6H9,0.8
Q14213,A0A075B6H9,0.125
P08887,A0A075B6H9,0.36363636363636365
Q9UHF4,A0A075B6H9,0.1111111111111111
A0A0C4DH72,A0A075B6H9,1.0
A0A075B6K5,A0A075B6H9,1.0
P01703,A0A075B6H9,1.0
Q86TC9,A0A075B6H9,0.5
Q9UBF9,A0A075B6H9,0.5
Q9UM44,A0A075B6H9,0.8333333333333334
P01861,A0A075B6H9,0.42857142857142855
P0DOX2,A0A075B6H9,0.625
Q8N6P7,A0A075B6H9,0.14285714285714285
P04430,A0A075B6H9,1.0
Q9P2V4,A0A075B6H9,0.3076923076923077
O75023,A0A075B6H9,0.5714285714285714
P12273,A0A075B6H9,0.14285714285714285
A0A0C4DH43,A0A075B6H9,0.8
P01825,A0A075B6H9,0.8
P0DOX8,A0A075B6H9,0.7142857142857143
Q86VF2,A0A075B6H9,0.4
Q14626,A0A075B6H9,0.5
Q14627,A0A075B6H9,0.1111111111111111
A0A075B6S2,A0A075B6H9,1.0
P01715,A0A075B6H9,1.0
O00462,A0A075B6H9,0.09090909090909091
Q01344,A0A075B6H9,0.1111111111111111
P04433,A0A075B6H9,1.0
A6NDA9,A0A075B6H9,0.3333333333333333
Q68D85,A0A075B6H9,0.4444444444444444
Q13469,A0A075B6H9,0.08333333333333333
P01824,A0A075B6H9,0.8
Q29983,A0A075B6H9,0.3333333333333333
P52179,A0A075B6H9,0.4444444444444444
Q0ZGT2,A0A075B6H9,0.5714285714285714
Q7L985,A0A075B6H9,0.36363636363636365
Q00653,A0A075B6H9,0.05263157894736842
Q8TBZ2,A0A075B6H9,0.16666666666666666
Q92823,A0A075B6H9,0.3333333333333333
Q99650,A0A075B6H9,0.1111111111111111
P40967,A0A075B6H9,0.125
Q9HD43,A0A075B6H9,0.07692307692307693
Q16653,A0A075B6H9,0.8333333333333334
Q15746,A0A075B6H9,0.2857142857142857
P98160,A0A075B6H9,0.29411764705882354
Q04864,A0A075B6H9,0.0625
Q9Y6N7,A0A075B6H9,0.5
Q86WI1,A0A075B6H9,0.06666666666666667
Q99985,A0A075B6H9,0.36363636363636365
Q02297,A0A075B6H9,0.36363636363636365
Q4G0U5,A0A075B6H9,0.16666666666666666
Q13275,A0A075B6H9,0.4
Q01968,A0A075B6H9,0.07692307692307693
P09619,A0A075B6H9,0.25
Q15198,A0A075B6H9,0.5714285714285714
Q15238,A0A075B6H9,0.8333333333333334
Q9UKJ0,A0A075B6H9,0.8
Q92729,A0A075B6H9,0.14285714285714285
P42702,A0A075B6H9,0.1
A0A0A0MT36,A0A075B6H9,1.0
O94898,A0A075B6H9,0.36363636363636365
Q9NZQ7,A0A075B6H9,0.8333333333333334
P51805,A0A075B6H9,0.058823529411764705
Q9HCM2,A0A075B6H9,0.058823529411764705
P0DSN7,A0A075B6H9,0.8
A0A075B6I6,A0A075B6H9,1.0
Q12968,A0A075B6H9,0.08333333333333333
P16234,A0A075B6H9,0.26666666666666666
P11464,A0A075B6H9,0.8333333333333334
A6NJZ7,A0A075B6H9,0.09090909090909091
Q9HCK4,A0A075B6H9,0.5555555555555556
Q9NY72,A0A075B6H9,0.7142857142857143
A0A087WSZ0,A0A075B6H9,0.8
Q6VMQ6,A0A075B6H9,0.1111111111111111
Q29980,A0A075B6H9,0.3333333333333333
Q15223,A0A075B6H9,0.5
P23467,A0A075B6H9,0.07692307692307693
O60469,A0A075B6H9,0.45454545454545453
P0DTE2,A0A075B6H9,0.6
A0A0C4DH38,A0A075B6H9,0.8
Q9BX67,A0A075B6H9,0.7142857142857143
P01602,A0A075B6H9,1.0
P04211,A0A075B6H9,1.0
Q9NZU0,A0A075B6H9,0.08333333333333333
Q8TBE3,A0A075B6H9,0.14285714285714285
B9A064,A0A075B6H9,0.42857142857142855
P14778,A0A075B6H9,0.36363636363636365
Q6WRI0,A0A075B6H9,0.4166666666666667
Q16270,A0A075B6H9,0.36363636363636365
P42701,A0A075B6H9,0.125
P23352,A0A075B6H9,0.09090909090909091
P15509,A0A075B6H9,0.1
Q9Y238,A0A075B6H9,0.16666666666666666
P22455,A0A075B6H9,0.2857142857142857
A0A0C4DH34,A0A075B6H9,0.8
A0A075B6Q5,A0A075B6H9,0.8
A0A0B4J1X5,A0A075B6H9,0.8
P0DP01,A0A075B6H9,0.8
Q01638,A0A075B6H9,0.36363636363636365
Q8TDY8,A0A075B6H9,0.4444444444444444
P01876,A0A075B6H9,0.42857142857142855
Q8IZA0,A0A075B6H9,0.1
Q9Y624,A0A075B6H9,0.7142857142857143
Q96RD9,A0A075B6H9,0.6666666666666666
A0A0J9YXX1,A0A075B6H9,0.8
O95976,A0A075B6H9,0.6666666666666666
P01594,A0A075B6H9,1.0
P01615,A0A075B6H9,0.8
P16452,A0A075B6H9,0.07142857142857142
O95278,A0A075B6H9,0.07142857142857142
Q8TC84,A0A075B6H9,0.1
Q04446,A0A075B6H9,0.08333333333333333
P0CF74,A0A075B6H9,0.42857142857142855
P0DOX4,A0A075B6H9,0.7142857142857143
Q6UWB1,A0A075B6H9,0.14285714285714285
A0A0C4DH24,A0A075B6H9,1.0
A0A075B6H7,A0A075B6H9,1.0
Q9UF33,A0A075B6H9,0.041666666666666664
Q96LA6,A0A075B6H9,0.5714285714285714
Q14CZ8,A0A075B6H9,0.8333333333333334
P01767,A0A075B6H9,0.8
Q9Y6W8,A0A075B6H9,0.3333333333333333
P16871,A0A075B6H9,0.1111111111111111
P06213,A0A075B6H9,0.047619047619047616
O14498,A0A075B6H9,0.2727272727272727
Q9NZN1,A0A075B6H9,0.36363636363636365
P01909,A0A075B6H9,0.3
P29320,A0A075B6H9,0.043478260869565216
Q17R55,A0A075B6H9,0.16666666666666666
A0A0B4J2H0,A0A075B6H9,0.8
Q969P0,A0A075B6H9,1.0
O75144,A0A075B6H9,1.0
P32942,A0A075B6H9,0.5
P13598,A0A075B6H9,0.2222222222222222
Q8N743,A0A075B6H9,0.42857142857142855
Q14953,A0A075B6H9,0.5
A0A075B6S9,A0A075B6H9,0.8
P82987,A0A075B6H9,0.36363636363636365
Q99062,A0A075B6H9,0.2222222222222222
Q9H6D8,A0A075B6H9,0.14285714285714285
A0A0B4J1V0,A0A075B6H9,0.8
A0A0A0MS15,A0A075B6H9,0.8
Q9H6K1,A0A075B6H9,0.125
Q6UXK2,A0A075B6H9,0.3333333333333333
Q9C0B2,A0A075B6H9,0.2
A8K4G0,A0A075B6H9,1.0
P01772,A0A075B6H9,0.8
A0A0J9YVY3,A0A075B6H9,0.8
Q93033,A0A075B6H9,0.7142857142857143
P01860,A0A075B6H9,0.42857142857142855
Q9HBE5,A0A075B6H9,0.125
P01877,A0A075B6H9,0.375
P04439,A0A075B6H9,0.25
P23083,A0A075B6H9,0.8
P01854,A0A075B6H9,0.42857142857142855
O94856,A0A075B6H9,0.3333333333333333
Q8TDX9,A0A075B6H9,0.07142857142857142
Q9Y4D7,A0A075B6H9,0.058823529411764705
Q6IE37,A0A075B6H9,0.07142857142857142
A6NMB1,A0A075B6H9,0.625
Q5JXA9,A0A075B6H9,0.8333333333333334
P41217,A0A075B6H9,0.7142857142857143
Q9UKJ1,A0A075B6H9,1.0
Q9ULL4,A0A075B6H9,0.058823529411764705
Q9UBG7,A0A075B6H9,0.07692307692307693
Q01974,A0A075B6H9,0.2222222222222222
Q07699,A0A075B6H9,0.5
O14931,A0A075B6H9,0.8333333333333334
Q8NAT1,A0A075B6H9,0.125
Q9NS98,A0A075B6H9,0.2727272727272727
Q15109,A0A075B6H9,0.4444444444444444
O15389,A0A075B6H9,0.8333333333333334
Q9BRK3,A0A075B6H9,0.8333333333333334
Q00872,A0A075B6H9,0.4
O60500,A0A075B6H9,0.4
Q12913,A0A075B6H9,0.07692307692307693
Q9UFD9,A0A075B6H9,0.09090909090909091
Q8IWT1,A0A075B6H9,0.8333333333333334
Q5VST9,A0A075B6H9,0.22727272727272727
P98161,A0A075B6H9,0.038461538461538464
Q2VWP7,A0A075B6H9,0.4
O15034,A0A075B6H9,0.08333333333333333
P24821,A0A075B6H9,0.07692307692307693
P16112,A0A075B6H9,0.3333333333333333
P20742,A0A075B6H9,0.05555555555555555
Q9BY67,A0A075B6H9,0.625
Q92637,A0A075B6H9,0.6666666666666666
Q7L513,A0A075B6H9,0.8
Q30201,A0A075B6H9,0.25
P01766,A0A075B6H9,0.8
P0DP04,A0A075B6H9,0.8
Q99715,A0A075B6H9,0.08333333333333333
P06340,A0A075B6H9,0.3
Q5VTL7,A0A075B6H9,0.14285714285714285
P31994,A0A075B6H9,0.6666666666666666
A1L4K1,A0A075B6H9,0.08333333333333333
Q9NPB8,A0A075B6H9,0.09090909090909091
Q8N3K9,A0A075B6H9,0.1
P07333,A0A075B6H9,0.26666666666666666
Q14315,A0A075B6H9,0.09090909090909091
A0A0B4J1Y9,A0A075B6H9,0.8
Q8NI17,A0A075B6H9,0.125
Q9BXM9,A0A075B6H9,0.07142857142857142
